A brown dog and a grey dog are fighting in the snow,एक भूरा कुत्ता और एक भूरा कुत्ता बर्फ में लड़ रहे हैं
That is an old castle.,वह पुराना किला है।
Daisuke climbed to the summit.,Daisuke शिखर पर चढ़ गया।
Tom has been living in Boston for three years.,टॉम तीन साल से बोस्टन में रह रहा है।
She washed a carpet.,उसने एक कालीन धोया।
Tom offered Mary a handkerchief.,टॉम ने मैरी को एक रूमाल भेंट किया।
She showed him the photo.,उसने उसे फोटो दिखाई।
Tom opened the freezer and got out the ice cream.,टॉम ने फ्रीजर खोला और आइसक्रीम निकाली।
The ticket is valid to April 29.,टिकट 29 अप्रैल तक वैध है।
Who are you insured with?,आप किसके साथ बीमाकृत हैं?
This damned computer won't work.,यह शापित कंप्यूटर काम नहीं करेगा।
The old woman exited the bus.,बुढ़िया बस से बाहर निकली।
We can't stop now.,हम अभी नहीं रुक सकते।
He cooked me dinner.,उसने मुझे रात का खाना बनाया।
Bob charged 3 dollars an hour for mowing lawns.,बॉब ने लॉन घास काटने के लिए प्रति घंटे 3 डॉलर का शुल्क लिया।
I am clearing my throat.,मैं अपना गला साफ कर रहा हूँ।
If you're tired,अगर आप थके हुए हैं
Improved medical technology has been one of the spin-offs of the space program.,उन्नत चिकित्सा प्रौद्योगिकी अंतरिक्ष कार्यक्रम के उपोत्पादों में से एक रही है।
Tom grabbed his bag.,टॉम ने उसका बैग पकड़ लिया।
Tom's dog is brown.,टॉम का कुत्ता भूरा है।
He used to love her.,वह उससे प्यार करता था।
We do not accept tips.,हम सुझावों को स्वीकार नहीं करते हैं।
The dictionary contains about half a million words.,शब्दकोश में लगभग आधा मिलियन शब्द हैं।
Tom diced the carrots and added them to the stew.,टॉम ने गाजर को काट लिया और उन्हें स्टू में डाल दिया।
I'm going to the restaurant.,मैं रेस्टोरेंट जा रहा हूँ।
I'm not hungry right now.,मुझे अभी भूख नहीं है।
It was risky.,यह जोखिम भरा था।
A dog is sensitive to smell.,कुत्ता गंध के प्रति संवेदनशील होता है।
That farm belongs to the Jackson family.,वह फार्म जैक्सन परिवार का है।
You're winning.,आप जीत रहे हैं।
I checked it twice.,मैंने इसे दो बार चेक किया।
My bag is very heavy.,मेरा बैग बहुत भारी है।
As soon as he sat down,जैसे ही वह बैठ गया
I left the cat outside the house.,मैंने बिल्ली को घर के बाहर छोड़ दिया।
Heather is a very beautiful girl.,हीदर एक बहुत ही खूबसूरत लड़की है।
Someone stole my driving licence.,किसी ने मेरा ड्राइविंग लाइसेंस चुरा लिया।
The terrorists have failed.,आतंकवादी विफल रहे हैं।
I ordered a book from London.,मैंने लंदन से एक किताब मंगवाई।
The plastic chair is cheap.,प्लास्टिक की कुर्सी सस्ती है।
Her teeth were white.,उसके दांत सफेद थे।
I made cookies.,मैंने कुकीज़ बनाईं।
I was born on April 3,मेरा जन्म 3 अप्रैल को हुआ था
I love comic books.,मुझे कॉमिक बुक्स बहुत पसंद हैं।
She has hit the jackpot once again.,उन्होंने एक बार फिर जैकपॉट हासिल किया है।
What kind of souvenirs did you buy?,आपने किस तरह के स्मृति चिन्ह खरीदे?
I ran into her in the street.,मैं गली में उसके पास भागा।
The restaurant is empty.,रेस्टोरेंट खाली है।
I wasn't flirting.,मैं छेड़खानी नहीं कर रहा था।
I love hot dogs.,मुझे हॉट डॉग पसंद हैं।
Bill tapped me on the shoulder.,बिल ने मुझे कंधे पर थपथपाया।
I can't afford to buy a laptop for my son.,मैं अपने बेटे के लिए लैपटॉप नहीं खरीद सकता।
I hate him.,मुझे उस से नफरत है।
Tom is happy now.,टॉम अब खुश है।
No one's working.,कोई काम नहीं कर रहा है।
That's a nice T-shirt.,यह एक अच्छी टी-शर्ट है।
That costs 30 euros.,जिसकी कीमत 30 यूरो है।
He is not a good driver.,वह एक अच्छा ड्राइवर नहीं है।
Everyone was hungry.,सब भूखे थे।
Liu Bei and Zhuge Liang are an unbeatable team.,लियू बेई और ज़ुगे लियांग एक अपराजेय टीम हैं।
Tom started running.,टॉम दौड़ने लगा।
I am 30 years old.,में 30 साल का हूँ।
Tom is unperturbed.,टॉम बेफिक्र है।
He bores everybody.,वह सभी को बोर करता है।
Where did you guys meet?,आप लोग कहाँ मिले थे?
There are more than 150 nations in the world.,दुनिया में 150 से अधिक राष्ट्र हैं।
Tom died three years ago.,टॉम की तीन साल पहले मौत हो गई थी।
The ship left every Monday.,जहाज हर सोमवार को रवाना होता था।
Russia rejected both demands.,रूस ने दोनों मांगों को खारिज कर दिया।
I hurt my elbow.,मेरी कोहनी में चोट लगी है।
There is a strange man at the door.,दरवाजे पर एक अजीब आदमी है।
Everyone shook hands.,सभी ने हाथ मिलाया।
I struck the wall with my fist.,मैंने अपनी मुट्ठी से दीवार पर प्रहार किया।
He smiled.,वह मुस्कराया।
I hate Justin Bieber.,मुझे जस्टिन बीबर नापसंद है।
Tom was very proud of you.,टॉम को आप पर बहुत गर्व था।
He's very knowledgeable.,वह बहुत जानकार है।
Tom pocketed the money Mary gave him.,"मैरी ने जो पैसा दिया था, टॉम ने उसे जेब में रख लिया।"
Tom doesn't live in Boston anymore.,टॉम अब बोस्टन में नहीं रहता है।
This casino is losing money.,यह कैसीनो पैसे खो रहा है.
The cat sprang at the bird.,बिल्ली चिड़िया पर उछल पड़ी।
I felt a deep pain.,मुझे गहरा दर्द महसूस हुआ।
We went on foot.,हम पैदल चले।
Tom filled both glasses with wine.,टॉम ने दोनों गिलास शराब से भर दिए।
A girl is styling her hair,एक लड़की अपने बालों को स्टाइल कर रही है
Tom asks his mother if she can but him a new toy.,टॉम अपनी माँ से पूछता है कि क्या वह उसे एक नया खिलौना दे सकती है।
This television is very heavy.,यह टेलीविजन बहुत भारी है।
Kraft sold Celestial Seasonings.,क्राफ्ट ने सेलेस्टियल सीज़निंग बेची।
9 people were assassinated by Raman Raghav.,रमन राघव ने 9 लोगों की हत्या कर दी थी।
Charles de Gaulle died in 1970.,1970 में चार्ल्स डी गॉल की मृत्यु हो गई।
Our plane was flying above the clouds.,हमारा विमान बादलों के ऊपर उड़ रहा था।
Bill is two years older than I.,बिल I से दो वर्ष बड़ा है।
John is not my brother,जॉन मेरा भाई नहीं है
I stretched out my hand for the book.,मैंने किताब के लिए हाथ बढ़ाया।
I came upon an old friend of mine on the train.,मैं ट्रेन में अपने एक पुराने दोस्त से मिला।
He speaks English and French.,वह अंग्रेजी और फ्रेंच बोलता है।
She knew that John loved her.,वह जानती थी कि जॉन उससे प्यार करता है।
She insulted him.,उसने उसका अपमान किया।
Forgive me if I haven't cooked supper well.,अगर मैंने रात का खाना ठीक से नहीं बनाया हो तो मुझे माफ़ कर देना।
Mary was kidnapped by pirates.,मैरी को समुद्री लुटेरों ने अगवा कर लिया था।
Mr. White's yard is large.,मिस्टर व्हाइट का यार्ड बड़ा है।
I just received your letter.,मुझे अभी आपका पत्र मिला है।
I was at school.,मैं विधालय में था।
Tyler Jackson has been sentenced to 18 months.,टायलर जैक्सन को 18 महीने की सजा सुनाई गई है।
The organizers expect more than 300,आयोजकों को 300 . से अधिक की उम्मीद है
Graf defeated Bradtke from Australia 6:2,ग्राफ ने ऑस्ट्रेलिया के ब्रैडके को 6:2 से हराया
But he is quiet and thoughtful,लेकिन वह शांत और विचारशील है
"Who painted ""Sunflowers""?","""सूरजमुखी"" किसने चित्रित किया?"
What city is Southwestern University in?,साउथवेस्टर्न यूनिवर्सिटी किस शहर में है?
Who is John Lennon's wife?,जॉन लेनन की पत्नी कौन है?
What company did Nicholas Brady found?,निकोलस ब्रैडी को कौन सी कंपनी मिली?
What is the first name of Nelson Mandela's wife?,नेल्सन मंडेला की पत्नी का पहला नाम क्या है?
She asked about you.,उसने तुम्हारे बारे में पूछा।
They planted apple trees.,उन्होंने सेब के पेड़ लगाए।
Tom reserved a seat.,टॉम ने एक सीट आरक्षित की।
The stadium is adjacent to the school.,स्टेडियम स्कूल से सटा हुआ है।
You're so stupid.,तुम इतने बेवकूफ़ हो।
I asked for a decaf.,मैंने एक डिकैफ़ के लिए कहा।
The lion is roaring.,शेर दहाड़ रहा है।
Beethoven wrote nine symphonies.,बीथोवेन ने नौ सिम्फनी लिखीं।
The weather is clearing up. I needn't have brought an umbrella.,मौसम साफ हो रहा है। मुझे छाता लाने की जरूरत नहीं थी।
I'm watching figure skating.,मैं फिगर स्केटिंग देख रहा हूं।
This is kind of boring.,यह एक तरह से उबाऊ है।
The train roared through the tunnel.,ट्रेन सुरंग से होकर गुज़री।
She obeys him.,वह उसकी बात मानती है।
Tom's the best.,टॉम सबसे अच्छा है।
I am from China.,मैं चीन से हूं।
Twenty-five hundred British soldiers guarded the border.,पच्चीस सौ ब्रिटिश सैनिकों ने सीमा पर पहरा दिया।
I'm never late.,मैंने कभी देरी नहीं की।
Your zipper's open.,आपका ज़िपर खुला है।
We ran out of gas in the middle of the desert.,हम रेगिस्तान के बीच में गैस से बाहर भागे।
She is by no means selfish.,वह किसी भी तरह से स्वार्थी नहीं है।
Mary works for an NGO in Africa.,मैरी अफ्रीका में एक एनजीओ के लिए काम करती हैं।
Tom misled me.,टॉम ने मुझे गुमराह किया।
I wasn't dancing!,मैं नाच नहीं रहा था!
Tom sings beautifully.,टॉम खूबसूरती से गाता है।
Everyone was killed.,सब मारे गए।
What's your favorite fast food?,आपका पसंदीदा फास्ट फूड क्या है?
Tom's strategy isn't working.,टॉम की रणनीति काम नहीं कर रही है।
I can't find the newspaper.,मुझे अखबार नहीं मिल रहा है।
With whom am I speaking?,मैं किसके साथ बोल रहा हूँ?
A cherry tree grows in a garden.,एक बगीचे में चेरी का पेड़ उगता है।
She gave him a clock.,उसने उसे एक घड़ी दी।
The horse is not white.,घोड़ा सफेद नहीं है।
We are working for you.,हम आपके लिए काम कर रहे हैं।
Terrorists blew up a bus.,आतंकवादियों ने एक बस को उड़ा दिया।
I was as cool as a cucumber.,मैं खीरे की तरह मस्त था।
He was ashamed of his ignorance.,वह अपनी अज्ञानता पर शर्मिंदा था।
He set down the telephone number.,उसने टेलीफोन नंबर सेट कर दिया।
I am taller than he.,मैं उससे लंबा हूं।
They stared at Tom.,उन्होंने टॉम को देखा।
My throat hurts.,मेरे गले में दर्द हो रहा है।
She asked me for money.,उसने मुझसे पैसे मांगे।
The prisoner was released.,कैदी को रिहा कर दिया गया।
Tom needed a hammer.,टॉम को हथौड़े की जरूरत थी।
I broke Tom's nose.,मैंने टॉम की नाक तोड़ दी।
Tom can't swim at all.,टॉम बिल्कुल तैर नहीं सकता।
Tom bought a Geiger counter.,टॉम ने एक गीजर काउंटर खरीदा।
That's absurd.,यह बेतुका है।
Tom is Mary's former husband.,टॉम मैरी के पूर्व पति हैं।
She dropped lemon juice into her tea.,उसने चाय में नींबू का रस डाला।
Who is lurking in the shadows?,कौन छाया में दुबका है?
He promised to come,उसने आने का वादा किया था
It's hidden under the bed.,यह बिस्तर के नीचे छिपा है।
Farting is rude.,फार्टिंग असभ्य है।
How many people died?,कितने लोगों की मौत हुई?
Tom won't speak to anybody.,टॉम किसी से बात नहीं करेगा।
Tom didn't break any laws.,टॉम ने कोई कानून नहीं तोड़ा।
She wants it.,वह उसे चाहती है।
It looks like a UFO.,यह एक यूएफओ की तरह दिखता है।
I'm a friend of Tom and Mary's.,मैं टॉम एंड मैरी का दोस्त हूं।
Tom isn't famous.,टॉम प्रसिद्ध नहीं है।
I drank the wine.,मैंने शराब पी ली।
Lambs are very cute.,मेमने बहुत प्यारे होते हैं।
I'm not a lesbian.,मैं लेस्बियन नहीं हूं।
He speaks five languages.,वह पांच भाषाएं बोलता है।
I do a training at Ford.,मैं फोर्ड में ट्रेनिंग करता हूं।
Maybe Tom kissed Mary.,शायद टॉम ने मैरी को चूमा।
I broke my right leg.,मेरा दाहिना पैर टूट गया।
I envy you.,मुझे तुमसे ईर्ष्या है।
Her dog isn't very fast.,उसका कुत्ता बहुत तेज़ नहीं है।
I am from Tokyo,मैं टोक्यो से हूँ
She gave him the money.,उसने उसे पैसे दिए।
There is a water mill above the bridge.,पुल के ऊपर पानी की चक्की है।
You slept with her?,तुम उसके साथ सोए हो?
Tom is studying in the library now.,टॉम अभी लाइब्रेरी में पढ़ रहा है।
A railroad was constructed in this town.,इस शहर में एक रेलमार्ग का निर्माण किया गया था।
All of us like her.,हम सब उसे पसंद करते हैं।
That was legit.,वह वैध था।
Tom is reading a novel by Sidney Sheldon now.,टॉम अब सिडनी शेल्डन का एक उपन्यास पढ़ रहा है।
I have been a teacher for 15 years.,मैं 15 साल से शिक्षक हूं।
Tom knew the answer.,टॉम को जवाब पता था।
I can't stand those kinds of people.,मैं ऐसे लोगों को बर्दाश्त नहीं कर सकता।
She divorced her husband.,उसने अपने पति को तलाक दे दिया।
The boat was tied to the shore by a cable.,नाव को केबल से किनारे से बांधा गया था।
This penguin is really cute.,यह पेंगुइन वास्तव में प्यारा है।
I'm always confusing John with Paul.,मैं हमेशा जॉन को पॉल के साथ भ्रमित करता हूं।
Tom hugged Mary.,टॉम ने मैरी को गले लगाया।
Tom has been brainwashed.,टॉम का ब्रेनवॉश किया गया है।
She has fake eyelashes.,उसकी नकली पलकें हैं।
The big white dog looks at that cat.,बड़ा सफेद कुत्ता उस बिल्ली को देखता है।
Tom is extremely motivated.,टॉम बेहद प्रेरित है।
Tom has visited Boston three times.,टॉम तीन बार बोस्टन जा चुके हैं।
She mistook me for my brother.,उसने मुझे मेरा भाई समझ लिया।
It rained three times during the trip.,यात्रा के दौरान तीन बार बारिश हुई।
I'm afraid you misunderstood me.,मुझे डर है कि तुमने मुझे गलत समझा।
He lost his favorite sweatshirt.,उसने अपनी पसंदीदा स्वेटशर्ट खो दी।
Tom and Mary played chess.,टॉम और मैरी ने शतरंज खेला।
She's kind of shy.,वह शर्मीली है।
Who talked?,किसने बात की?
Tom gave Mary plenty of money.,टॉम ने मैरी को बहुत पैसा दिया।
Tom is grilling meat.,टॉम मांस भून रहा है।
I was abducted by extraterrestrials.,मुझे अलौकिक लोगों द्वारा अपहरण कर लिया गया था।
This is more important!,यह अधिक महत्वपूर्ण है!
Whose handbag is this?,यह किसका हैंडबैग है?
Our team beat the Lions 3 to 0.,हमारी टीम ने लायंस को 3 से 0 से हराया।
Who could've broken the fishbowl?,मछली का कटोरा कौन तोड़ सकता था?
Her watch is ten minutes slow.,उसकी घड़ी दस मिनट धीमी है।
She has no brothers.,उसका कोई भाई नहीं है।
Tom took out his handkerchief and blew his nose.,टॉम ने अपना रूमाल निकाला और अपनी नाक फोड़ ली।
I suffer from asthma.,मैं अस्थमा से पीड़ित हूं।
The tines of the fork are bent.,कांटे के टीन्स मुड़े हुए हैं।
The word processor on the desk is my father's.,डेस्क पर शब्द संसाधक मेरे पिता का है।
Something was bothering him.,कुछ उसे परेशान कर रहा था।
I'm a little hungry.,मुझे थोड़ी भूख लगी है।
I understand you.,मैं तुम्हें समझता हूं।
Ken's dog is white.,केन का कुत्ता सफेद है।
What time will the flight arrive in Tokyo?,टोक्यो में फ्लाइट कितने बजे पहुंचेगी?
I hate her hat.,मुझे उसकी टोपी से नफरत है।
Give the book to whomever wants it.,जिसे चाहिए वह किताब दे दें।
I like chocolate ice cream.,मुझे चॉकलेट आइसक्रीम पसंद है।
I amused myself.,मैंने खुद का मज़ाक उड़ाया।
My father is two years younger than my mother.,मेरे पिता मेरी मां से दो साल छोटे हैं।
Tom was misbehaving.,टॉम गलत व्यवहार कर रहा था।
The famous conductor lives in New York.,प्रसिद्ध कंडक्टर न्यूयॉर्क में रहता है।
I caught three fish yesterday.,मैंने कल तीन मछलियाँ पकड़ीं।
She has been studying French for a few years.,वह कुछ वर्षों से फ्रेंच पढ़ रही है।
The thief told the police he hadn't stolen anything.,चोर ने पुलिस को बताया कि उसने कुछ भी नहीं चुराया है।
The plane took off.,विमान ने उड़ान भरी।
We're impressed.,हम प्रभावित हैं।
Hans was as pleased as Punch.,हंस पंच की तरह प्रसन्न था।
Everyone is wearing nametags.,हर कोई नेमटैग पहने हुए है।
Where's an ATM?,एटीएम कहां है?
He designed the car.,उन्होंने कार डिजाइन की।
I know where you are.,मुझे पता है तुम कहाँ हो।
Tom plays the drums as well as the organ.,टॉम ड्रम के साथ-साथ अंग भी बजाता है।
Tom is angry at you,टॉम आप पर गुस्सा है
Tom and Mary were both born in Boston.,टॉम और मैरी दोनों का जन्म बोस्टन में हुआ था।
Sadako Sasaki died on October 25,सदाको सासाकी का 25 अक्टूबर को निधन हो गया
The girl bought milk from the market.,लड़की ने बाजार से दूध खरीदा।
You are wearing your shirt inside out.,आपने अपनी शर्ट अंदर बाहर पहन रखी है।
The man chased the robber into the street.,आदमी ने लुटेरे को गली में खदेड़ दिया।
Tom knows where I work.,टॉम जानता है कि मैं कहाँ काम करता हूँ।
I'm busy now.,मैं अभी व्यस्त हूँ।
This painting by Rembrandt is a masterpiece.,रेम्ब्रांट की यह पेंटिंग एक उत्कृष्ट कृति है।
Tom is very untalented.,टॉम बहुत प्रतिभाशाली है।
I saw him three years ago.,मैंने उसे तीन साल पहले देखा था।
I wonder if he likes me.,मुझे आश्चर्य है कि क्या वह मुझे पसंद करता है।
Stop yelling. My head hurts.,चिल्लाना बंद करें। मेरे सर में दर्द है।
Mary oiled her bicycle.,मैरी ने अपनी साइकिल में तेल लगाया।
The hunter shoots stags and hares.,शिकारी हरिण और खरगोश को गोली मारता है।
The crowd applauded again.,भीड़ ने फिर तालियां बजाईं।
Tom is waiting for Mary.,टॉम मैरी की प्रतीक्षा कर रहा है।
Tom acted like a baby.,टॉम ने एक बच्चे की तरह अभिनय किया।
He's rich. He doesn't need money!,वह अमीर है। उसे पैसे की जरूरत नहीं है!
She showed me his album.,उसने मुझे अपना एल्बम दिखाया।
He was stabbed in the back.,उनकी पीठ में छुरा घोंपा गया था।
I can ride a horse.,मैं घुड़सवारी कर सकता हूँ।
The car crashed because the driver was careless.,चालक की लापरवाही के कारण कार दुर्घटनाग्रस्त हो गई।
